Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
07:22.2     	14.00 	70.0    	14.07
07:23.0     	14.03 	69.8    	14.08
07:24.0     	14.04 	69.5    	14.09
07:24.9     	14.04 	69.6    	14.09
07:25.8     	14.04 	69.6    	14.10
07:26.7     	14.02 	69.6    	14.10
07:27.6     	14.01 	69.8    	14.11
07:28.5     	14.03 	70.1    	14.12
07:29.4     	14.05 	70.2    	14.12
07:30.3     	14.07 	70.5    	14.13
07:31.1     	14.06 	70.9    	14.14
07:32.0     	13.99 	70.9    	14.14
07:32.9     	13.93 	70.3    	14.15
07:33.8     	13.90 	70.2    	14.15
07:34.7     	13.86 	69.9    	14.15
07:35.6     	13.82 	70.4    	14.15
07:36.6     	13.79 	71.0    	14.15
07:37.5     	13.78 	70.5    	14.16
07:38.4     	13.77 	70.5    	14.16
07:39.2     	13.76 	70.4    	14.15
07:40.1     	13.76 	70.0    	14.15
07:41.0     	13.77 	70.0    	14.15
07:41.9     	13.77 	70.0    	14.15
07:42.8     	13.76 	70.2    	14.14
07:43.7     	13.76 	70.5    	14.14
07:44.6     	13.77 	70.4    	14.14
07:45.5     	13.76 	70.7    	14.14
07:46.4     	13.77 	70.4    	14.13
07:47.2     	13.77 	70.4    	14.13
07:48.2     	13.75 	70.7    	14.13
07:49.1     	13.71 	71.1    	14.13
07:50.0     	13.68 	71.4    	14.12
07:50.9     	13.68 	71.3    	14.12
07:51.8     	13.74 	70.7    	14.12
07:52.6     	13.79 	70.3    	14.11
07:53.6     	13.82 	70.1    	14.11
07:54.5     	13.85 	70.1    	14.11
07:55.3     	13.86 	70.0    	14.11
07:56.2     	13.87 	69.9    	14.11
07:57.1     	13.88 	69.9    	14.11
07:58.1     	13.89 	69.8    	14.11
07:59.2     	13.91 	69.7    	14.12
07:59.9     	13.92 	69.6    	14.12
08:00.7     	13.89 	70.1    	14.12
08:01.6     	13.92 	70.6    	14.13
08:02.5     	13.93 	70.9    	14.13
08:03.4     	13.98 	70.8    	14.13
08:04.3     	14.05 	70.9    	14.14
08:05.2     	14.12 	71.1    	14.15
08:06.1     	14.16 	71.2    	14.15
08:07.0     	14.20 	70.9    	14.16
