Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
03:47.6     	16.74 	59.5    	16.86
03:48.6     	16.36 	60.5    	16.86
03:49.5     	16.30 	61.2    	16.87
03:50.4     	16.29 	62.3    	16.87
03:51.3     	16.43 	62.9    	16.87
03:52.2     	16.42 	61.2    	16.88
03:53.1     	16.43 	61.8    	16.88
03:54.0     	16.21 	59.2    	16.88
03:54.8     	16.16 	60.3    	16.88
03:55.7     	16.22 	61.4    	16.89
03:56.6     	16.46 	65.6    	16.90
03:57.5     	16.68 	65.7    	16.92
03:58.4     	16.69 	62.7    	16.94
03:59.3     	16.68 	63.1    	16.95
04:00.2     	16.88 	65.4    	16.98
04:01.1     	16.98 	64.2    	17.00
04:02.1     	17.02 	65.5    	17.02
04:02.9     	16.92 	63.6    	17.05
04:03.8     	16.88 	63.7    	17.07
04:04.7     	16.83 	63.4    	17.09
04:05.6     	16.90 	65.2    	17.11
04:06.5     	16.94 	63.9    	17.14
04:07.4     	16.78 	61.2    	17.15
04:08.3     	16.40 	59.9    	17.17
04:09.2     	16.31 	60.3    	17.18
04:10.1     	16.18 	60.7    	17.19
04:10.9     	16.24 	62.4    	17.20
04:11.8     	16.30 	64.0    	17.20
04:12.8     	16.67 	67.6    	17.22
04:13.7     	16.69 	64.5    	17.22
04:14.6     	16.73 	65.7    	17.24
04:15.5     	16.80 	65.2    	17.25
04:16.3     	16.57 	62.0    	17.25
04:17.2     	16.31 	61.6    	17.25
04:18.1     	16.15 	61.4    	17.25
04:19.0     	16.08 	63.2    	17.24
04:19.9     	16.25 	65.4    	17.24
04:20.8     	16.49 	66.1    	17.23
04:21.7     	16.52 	66.4    	17.24
04:22.6     	16.42 	62.6    	17.23
04:23.5     	16.07 	60.8    	17.21
04:24.4     	15.93 	61.6    	17.21
04:25.3     	15.87 	61.7    	17.20
04:26.2     	15.82 	62.4    	17.17
04:27.1     	15.73 	61.8    	17.15
04:28.0     	15.79 	62.8    	17.14
04:28.9     	15.91 	64.2    	17.12
04:29.8     	15.92 	63.7    	17.14
04:30.7     	16.07 	67.2    	17.11
04:31.6     	16.50 	68.9    	17.13
04:32.4     	16.84 	69.2    	17.14
04:33.3     	17.12 	68.8    	17.16
04:34.2     	17.15 	66.1    	17.17
04:35.1     	17.03 	62.0    	17.18
04:36.0     	16.86 	62.7    	17.19
04:36.9     	16.85 	64.1    	17.21
04:37.8     	16.86 	63.7    	17.23
04:38.8     	16.78 	63.4    	17.26
04:39.7     	16.77 	64.2    	17.28
04:40.5     	16.90 	66.1    	17.30
04:41.5     	17.41 	70.9    	17.34
04:42.4     	17.79 	69.2    	17.37
04:43.2     	17.86 	67.4    	17.41
04:44.1     	18.00 	66.6    	17.45
04:45.0     	17.89 	65.1    	17.49
04:45.9     	17.80 	67.8    	17.53
04:46.8     	17.63 	63.4    	17.57
04:47.7     	17.55 	62.7    	17.60
