Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
08:52.0     	15.39 	68.7        	17.71
08:52.9     	15.52 	68.6        	17.67
08:53.8     	15.66 	69.3        	17.63
08:54.7     	15.81 	69.0        	17.59
08:55.6     	15.90 	68.9        	17.56
08:56.5     	16.06 	69.4        	17.55
08:57.3     	15.96 	67.3        	17.54
08:58.2     	16.06 	67.9        	17.53
08:59.1     	16.14 	68.8        	17.53
09:00.1     	16.25 	70.5        	17.53
09:01.0     	16.51 	71.9        	17.53
09:01.9     	16.66 	72.0        	17.54
09:02.8     	16.80 	70.7        	17.55
09:03.7     	16.75 	69.8        	17.55
09:04.6     	16.76 	69.6        	17.57
09:05.4     	16.71 	69.8        	17.59
09:06.3     	16.77 	71.2        	17.60
09:07.2     	16.95 	71.3        	17.62
09:08.1     	16.78 	69.2        	17.63
09:09.0     	16.41 	67.8        	17.64
09:09.9     	16.35 	69.4        	17.65
09:10.8     	16.20 	69.4        	17.64
09:11.7     	16.23 	70.5        	17.63
09:12.6     	16.28 	70.8        	17.62
09:13.5     	16.29 	70.4        	17.60
09:14.4     	16.33 	71.7        	17.58
09:15.4     	16.38 	71.1        	17.58
09:16.2     	16.51 	71.9        	17.58
09:17.1     	16.66 	70.3        	17.57
09:18.0     	16.60 	66.7        	17.55
09:18.9     	16.41 	67.1        	17.54
09:19.8     	16.28 	66.9        	17.53
09:20.7     	16.26 	67.7        	17.52
09:21.5     	16.25 	68.0        	17.52
09:22.5     	16.27 	69.8        	17.53
09:23.4     	16.21 	69.8        	17.53
09:24.2     	16.22 	69.4        	17.54
09:25.1     	16.14 	68.0        	17.54
09:26.0     	16.03 	67.1        	17.54
09:27.0     	15.98 	68.1        	17.52
09:27.9     	16.08 	70.3        	17.51
09:28.8     	16.14 	67.9        	17.49
09:29.7     	16.12 	67.0        	17.47
09:30.6     	16.02 	67.5        	17.43
09:31.5     	15.98 	68.5        	17.39
09:32.3     	15.93 	69.9        	17.36
09:33.2     	15.93 	67.8        	17.33
09:34.1     	15.89 	66.6        	17.30
09:35.0     	15.81 	66.6        	17.27
09:35.9     	15.79 	67.2        	17.25
09:36.8     	15.79 	67.0        	17.23
09:37.7     	15.75 	67.0        	17.22
09:38.6     	15.81 	67.9        	17.19
09:39.5     	15.77 	67.1        	17.16
09:40.5     	15.72 	66.8        	17.12
09:41.3     	15.68 	67.2        	17.07
09:42.2     	15.62 	66.6        	17.04
09:43.1     	15.66 	68.1        	17.04
09:44.0     	15.80 	68.0        	17.04
09:44.9     	15.81 	66.8        	17.05
09:45.8     	15.81 	66.7        	17.05
09:46.7     	15.82 	66.3        	17.03
09:47.6     	15.78 	67.2        	17.03
09:48.5     	15.77 	66.2        	17.02
