Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
09:35.1     	16.47 	62.1    	18.21
09:36.0     	16.63 	60.7    	18.16
09:37.0     	16.62 	60.8    	18.12
09:37.9     	16.63 	63.8    	18.08
09:38.8     	16.37 	56.8    	18.03
09:39.7     	16.06 	56.2    	17.97
09:40.6     	15.96 	62.4    	17.92
09:41.4     	16.19 	57.3    	17.88
09:42.3     	15.74 	53.4    	17.83
09:43.2     	15.45 	55.4    	17.78
09:44.1     	15.41 	57.3    	17.74
09:45.0     	15.57 	58.8    	17.71
09:45.9     	15.67 	58.5    	17.67
09:46.8     	15.81 	58.5    	17.64
09:47.7     	15.91 	59.3    	17.62
09:48.6     	15.83 	57.3    	17.59
