Time [mm:ss]	T [°C]	U [%r H]  	Tu Cap [°C]
05:36.5     	10.80 	93.8      	10.77
05:37.4     	10.80 	93.8      	10.77
05:38.3     	10.80 	93.7      	10.77
05:39.2     	10.80 	93.7      	10.77
05:40.1     	10.80 	93.8      	10.77
05:41.0     	10.80 	93.8      	10.77
05:41.9     	10.80 	93.8      	10.77
05:42.8     	10.80 	93.8      	10.77
05:43.7     	10.80 	93.8      	10.77
05:44.5     	10.80 	93.8      	10.77
05:45.4     	10.80 	93.8      	10.77
05:46.3     	10.81 	93.8      	10.77
05:47.2     	10.81 	93.8      	10.77
05:48.1     	10.81 	93.8      	10.77
05:49.0     	10.81 	93.8      	10.77
05:50.0     	10.81 	93.8      	10.77
05:50.9     	10.81 	93.8      	10.77
05:51.8     	10.81 	93.8      	10.77
05:52.6     	10.82 	93.8      	10.77
05:53.5     	10.82 	93.7      	10.77
05:54.4     	10.82 	93.7      	10.77
05:55.3     	10.83 	93.7      	10.77
05:56.2     	10.83 	93.7      	10.77
05:57.1     	10.83 	93.7      	10.77
05:57.9     	10.83 	93.7      	10.77
05:58.9     	10.83 	93.7      	10.77
05:59.9     	10.83 	93.7      	10.77
06:00.7     	10.83 	93.7      	10.77
06:01.6     	10.83 	93.7      	10.77
06:02.5     	10.84 	93.7      	10.77
06:03.4     	10.85 	93.6      	10.77
06:04.3     	10.85 	93.6      	10.77
06:05.2     	10.85 	93.6      	10.77
06:06.0     	10.86 	93.6      	10.77
06:07.0     	10.86 	93.6      	10.77
06:07.9     	10.86 	93.5      	10.77
06:08.7     	10.86 	93.5      	10.77
06:09.6     	10.86 	93.6      	10.77
06:10.5     	10.86 	93.6      	10.77
06:11.5     	10.86 	93.6      	10.77
06:12.4     	10.85 	93.6      	10.77
06:13.3     	10.85 	93.7      	10.77
06:14.1     	10.85 	93.7      	10.77
06:15.0     	10.84 	93.7      	10.77
06:15.9     	10.84 	93.7      	10.77
06:16.8     	10.84 	93.8      	10.77
06:17.7     	10.83 	93.8      	10.77
06:18.6     	10.84 	93.8      	10.77
06:19.5     	10.85 	93.7      	10.77
06:20.4     	10.85 	93.7      	10.77
06:21.3     	10.85 	93.7      	10.77
06:22.2     	10.85 	93.7      	10.77
06:23.1     	10.85 	93.7      	10.77
06:24.0     	10.85 	93.7      	10.78
06:24.9     	10.85 	93.7      	10.78
06:25.8     	10.85 	93.8      	10.78
06:26.7     	10.85 	93.8      	10.78
06:27.6     	10.85 	93.8      	10.78
