Time [mm:ss]	T [°C]	U [%r H]   	Tu Cap [°C]
07:05.2     	16.93 	64.0       	18.56
07:06.0     	16.79 	62.4       	18.55
07:06.9     	16.68 	63.6       	18.54
07:07.9     	16.50 	59.5       	18.52
07:08.8     	16.16 	58.8       	18.49
07:09.7     	15.96 	59.0       	18.47
07:10.6     	16.05 	62.8       	18.45
07:11.5     	16.06 	61.8       	18.41
07:12.4     	16.11 	62.9       	18.38
07:13.3     	16.20 	63.2       	18.35
07:14.1     	16.46 	66.4       	18.32
07:15.0     	16.78 	65.4       	18.29
07:15.9     	16.65 	62.3       	18.24
07:16.8     	16.52 	61.9       	18.18
07:17.7     	16.39 	62.4       	18.13
07:18.6     	16.47 	64.1       	18.09
07:19.5     	16.67 	63.6       	18.05
07:20.4     	16.59 	63.6       	18.02
07:21.3     	16.63 	62.1       	17.99
07:22.2     	16.42 	60.2       	17.97
07:23.1     	16.24 	59.9       	17.95
07:24.1     	16.22 	60.9       	17.93
07:24.9     	16.10 	60.1       	17.91
07:25.8     	16.19 	63.9       	17.90
07:26.7     	16.38 	62.5       	17.88
07:27.6     	16.21 	62.2       	17.86
07:28.5     	16.40 	64.0       	17.84
07:29.4     	16.37 	62.2       	17.83
07:30.2     	16.19 	61.7       	17.81
07:31.2     	16.40 	65.1       	17.80
07:32.1     	16.33 	63.2       	17.80
07:32.9     	16.25 	59.3       	17.78
07:33.8     	16.08 	59.6       	17.75
07:34.7     	16.02 	62.2       	17.73
07:35.7     	16.29 	63.3       	17.72
07:36.6     	16.46 	63.7       	17.71
07:37.5     	16.58 	62.8       	17.71
07:38.4     	16.66 	61.9       	17.71
07:39.3     	16.40 	58.3       	17.70
07:40.2     	16.33 	60.3       	17.70
07:41.0     	16.25 	60.4       	17.69
07:41.9     	16.21 	61.1       	17.68
07:42.8     	16.29 	63.1       	17.67
07:43.7     	16.37 	63.7       	17.66
07:44.6     	16.27 	60.1       	17.64
07:45.5     	16.06 	60.4       	17.62
07:46.4     	15.86 	59.9       	17.59
07:47.3     	15.58 	58.5       	17.55
07:48.2     	15.35 	57.8       	17.51
07:49.1     	15.21 	58.5       	17.45
07:50.0     	15.17 	58.4       	17.40
07:50.9     	15.11 	57.7       	17.35
07:51.8     	15.08 	57.6       	17.30
07:52.7     	15.03 	58.2       	17.26
07:53.6     	15.07 	58.9       	17.22
07:54.5     	15.14 	59.2       	17.19
07:55.4     	15.24 	59.6       	17.16
07:56.3     	15.36 	60.4       	17.14
07:57.1     	15.40 	58.9       	17.11
07:58.0     	15.68 	63.5       	17.09
07:58.9     	15.90 	62.6       	17.09
07:59.8     	16.05 	62.4       	17.08
08:00.7     	16.18 	62.8       	17.08
08:01.7     	16.28 	63.4       	17.09
08:02.6     	16.17 	59.9       	17.10
08:03.5     	16.07 	60.1       	17.10
08:04.4     	16.13 	61.2       	17.11
08:05.2     	16.14 	60.6       	17.12
08:06.1     	16.06 	60.3       	17.12
08:07.0     	16.23 	62.6       	17.13
08:07.9     	16.32 	61.9       	17.15
08:08.8     	16.13 	59.2       	17.15
08:09.7     	15.97 	58.7       	17.16
08:10.6     	16.08 	61.8       	17.16
08:11.5     	16.11 	61.3       	17.16
08:12.4     	16.39 	63.5       	17.17
08:13.2     	16.47 	61.6       	17.18
08:14.1     	16.46 	59.7       	17.19
08:15.1     	16.27 	60.7       	17.19
08:16.0     	16.36 	64.0       	17.20
08:16.9     	16.50 	59.9       	17.21
08:17.8     	16.43 	61.5       	17.22
