Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
08:13.6     	12.67 	93.7    	12.88
08:14.5     	12.68 	93.8    	12.88
08:14.7     	12.67 	93.8    	12.88
08:15.4     	12.69 	93.6    	12.88
08:16.3     	12.68 	93.6    	12.88
08:17.1     	12.67 	93.6    	12.87
08:18.0     	12.66 	93.6    	12.87
08:18.9     	12.67 	93.6    	12.87
08:19.8     	12.67 	93.7    	12.87
08:20.7     	12.71 	93.7    	12.87
08:21.6     	12.75 	93.7    	12.87
08:22.5     	12.79 	93.6    	12.87
08:23.4     	12.80 	93.6    	12.88
08:24.3     	12.78 	93.5    	12.88
08:25.2     	12.77 	93.6    	12.88
08:26.1     	12.77 	93.6    	12.89
08:27.0     	12.78 	93.8    	12.89
08:27.9     	12.80 	93.8    	12.90
08:28.8     	12.81 	93.5    	12.90
08:29.7     	12.78 	93.7    	12.90
08:30.5     	12.76 	93.7    	12.90
08:31.5     	12.76 	93.8    	12.91
08:32.4     	12.75 	93.8    	12.91
08:33.2     	12.74 	93.9    	12.91
08:34.1     	12.74 	93.9    	12.91
08:35.0     	12.74 	93.8    	12.91
08:35.9     	12.74 	93.8    	12.91
08:36.9     	12.75 	93.8    	12.91
08:37.8     	12.76 	93.9    	12.91
08:38.6     	12.81 	93.8    	12.92
08:39.5     	12.84 	93.8    	12.92
08:40.4     	12.88 	93.5    	12.93
08:41.3     	12.85 	93.4    	12.93
08:42.2     	12.80 	93.5    	12.93
08:43.1     	12.78 	93.7    	12.93
08:44.0     	12.77 	93.8    	12.93
08:44.9     	12.77 	93.8    	12.93
08:45.8     	12.78 	94.0    	12.93
08:46.6     	12.82 	93.9    	12.94
08:47.5     	12.83 	93.9    	12.94
08:48.5     	12.86 	93.8    	12.95
08:49.4     	12.89 	93.8    	12.95
08:50.3     	12.90 	93.8    	12.96
08:51.2     	12.86 	93.9    	12.97
08:52.1     	12.82 	94.2    	12.97
08:53.0     	12.80 	94.1    	12.97
08:53.9     	12.78 	94.1    	12.97
08:54.7     	12.77 	94.2    	12.98
08:55.6     	12.75 	94.3    	12.98
08:56.5     	12.74 	94.3    	12.98
08:57.4     	12.74 	94.3    	12.97
08:58.3     	12.73 	94.3    	12.97
08:59.3     	12.73 	94.4    	12.97
09:00.2     	12.75 	94.3    	12.97
09:01.1     	12.76 	94.2    	12.97
09:02.0     	12.77 	94.2    	12.97
09:02.8     	12.79 	94.1    	12.97
09:03.7     	12.82 	94.0    	12.97
09:04.6     	12.86 	94.1    	12.98
09:05.5     	12.93 	94.0    	12.99
09:06.4     	12.93 	93.4    	12.99
09:07.3     	12.83 	93.4    	12.98
09:08.2     	12.78 	93.8    	12.98
09:09.1     	12.77 	93.8    	12.97
09:10.0     	12.76 	93.9    	12.97
09:10.8     	12.75 	93.9    	12.97
09:11.8     	12.76 	93.9    	12.97
09:12.7     	12.73 	93.6    	12.96
09:13.6     	12.71 	93.8    	12.95
