Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
09:30.5     	8.03  	91.2        	8.05
09:31.5     	8.02  	91.3        	8.05
09:32.3     	8.00  	91.3        	8.05
09:33.2     	8.01  	91.4        	8.05
09:34.1     	8.01  	91.4        	8.04
09:35.1     	8.03  	91.4        	8.04
09:36.0     	8.03  	91.4        	8.04
09:36.9     	8.04  	91.4        	8.04
09:37.7     	8.04  	91.4        	8.04
09:38.7     	8.04  	91.4        	8.04
09:39.6     	8.04  	91.4        	8.04
09:40.4     	8.05  	91.3        	8.04
09:41.3     	8.06  	91.3        	8.04
09:42.2     	8.07  	91.3        	8.04
09:43.1     	8.07  	91.2        	8.04
09:44.0     	8.08  	91.2        	8.04
09:44.9     	8.08  	91.2        	8.04
